"date","isal","cape"
"2005-01-01",-239.28,164.49
"2005-01-02",-159.29,84.56
"2005-01-03",-226.95,5.82
"2005-01-04",-245.77,321.99
"2005-01-05",-210.4,319.12
"2005-01-06",-172.59,706.81
"2005-01-07",-164.02,850.75
"2005-01-08",-199.16,324.41
"2005-01-09",-195.79,387.19
"2005-01-10",-193.87,312.1
"2005-01-12",-232.14,59.24
"2005-01-13",-170.08,704.24
"2005-01-14",-210.73,253.98
"2005-01-15",-209.66,432.06
"2005-01-16",-216.39,129.82
"2005-01-17",-155.87,402.84
"2005-01-18",-142.44,701.87
"2005-01-19",-197.19,298.02
"2005-01-21",-256.95,254.83
"2005-01-22",-333.04,92.69
"2005-01-23",-228.13,0
"2005-01-24",-228.06,149.86
"2005-01-25",-151.85,152.64
"2005-01-27",187.77,3555.73
"2005-01-28",-239.64,78.16
"2005-01-29",-251.76,1.53
"2005-01-30",-244.95,0
"2005-01-31",-169.16,518.73
"2005-02-01",-288.53,0
"2005-02-02",-360.67,0
"2005-02-03",-208.82,45.58
"2005-02-04",-255.71,0
"2005-02-05",-280.25,0
"2005-02-06",-154.26,108.53
"2005-02-07",-183.8,33.91
"2005-02-08",-179.9,3.51
"2005-02-09",-231.4,0
"2005-02-10",-214.33,0
"2005-02-11",-273.57,703.41
"2005-02-12",-241.2,0
"2005-02-13",-247.48,531.69
"2005-02-14",-295.12,107
"2005-02-15",-190.75,116.16
"2005-02-17",-190.15,131.04
"2005-02-18",-329.87,0.4
"2005-02-19",-293.6,1.37
"2005-02-20",-408.11,0
"2005-02-21",-187.97,0
"2005-02-22",-133.66,40.41
"2005-02-23",-248.84,0
"2005-02-24",-222.14,254.38
"2005-02-25",-205.02,694.52
"2005-02-26",-234.91,9.15
"2005-02-27",-235.16,88
"2005-02-28",-485.12,72.48
"2005-03-01",-350.73,33.23
"2005-03-02",-302.9,110.39
"2005-03-03",-397.05,9.81
"2005-03-04",-523.63,44.84
"2005-03-05",-327.16,0.31
"2005-03-06",-415.73,0
"2005-03-07",-286.75,92.65
"2005-03-08",-280.38,0
"2005-03-09",-387.32,32.03
"2005-03-11",-292.88,4.54
"2005-03-14",-257.64,21.27
"2005-03-15",-321.01,0
"2005-03-16",-311.8,16.11
"2005-03-17",-393.8,21.32
"2005-03-18",-425.87,0
"2005-03-19",-395.5,1.05
"2005-03-20",-277.41,0.57
"2005-03-21",-242.52,291.09
"2005-03-22",-196.76,35.48
"2005-03-23",-228.37,13.06
"2005-03-24",-257.15,24.72
"2005-03-25",-341.63,33.99
"2005-03-26",-336.74,0
"2005-03-27",-254.16,52.04
"2005-03-28",-189.11,31.05
"2005-03-29",-212.99,74.07
"2005-03-30",-188.79,59.98
"2005-03-31",-245.38,86.49
"2005-04-01",-206.03,178.94
"2005-04-02",-258.89,94.74
"2005-04-03",-161.29,503.89
"2005-04-04",-181.19,116.13
"2005-04-05",-162.46,13.71
"2005-04-06",-172.56,141.56
"2005-04-07",-211.58,0
"2005-04-08",-227.41,7.27
"2005-04-09",-216.37,56.53
"2005-04-10",-60.96,522.65
"2005-04-11",-197.67,53.04
"2005-04-12",-141.15,777.83
"2005-04-13",-190.58,1066.1
"2005-04-14",-205.91,210.17
"2005-04-15",-228.3,166.92
"2005-04-16",-199.03,0.91
"2005-04-18",-235.2,81.94
"2005-04-19",-155.84,70.91
"2005-04-20",-197.48,0
"2005-04-21",-198.43,567.39
"2005-04-22",-180.52,161
"2005-04-25",-212.73,0
"2005-04-26",-240.16,272.15
"2005-04-27",-256.59,0
"2005-04-28",-252.43,502.8
"2005-04-29",-215.86,78.45
"2005-04-30",-166.7,1606.04
"2005-05-01",-195.25,1729.17
